MaxCut_15_25_3 & 15 & 25 & 0.13 & 5 & 2.39 & 2293 & 1147 & 895 & 5 & 1.18 & 693 & 347 & 192 & 5 & 0.08 & 1.24 & 693 & 347 & 192 & 5 & \\
MaxCut_15_50_1 & 15 & 50 & 0.26 & 10 & 2.11 & 2361 & 1181 & 806 & 10 & 1.78 & 1397 & 699 & 406 & 10 & 0.1 & 2.13 & 1397 & 699 & 406 & 10 & \\
MaxCut_15_50_2 & 15 & 50 & 0.29 & 8 & 1.35 & 1387 & 694 & 500 & 8 & 1.13 & 665 & 333 & 202 & 8 & 0.08 & 1.24 & 665 & 333 & 202 & 8 & \\
MaxCut_15_50_3 & 15 & 50 & 0.33 & 6 & 1.2 & 995 & 498 & 369 & 6 & 1.07 & 607 & 304 & 184 & 6 & 0.11 & 1.26 & 607 & 304 & 184 & 6 & \\
MaxCut_15_75_1 & 15 & 75 & 2.65 & 17 & 6.23 & 5749 & 2875 & 2499 & 17 & 2.91 & 2353 & 1177 & 810 & 17 & 0.12 & 3.29 & 2353 & 1177 & 810 & 17 & \\
MaxCut_15_75_2 & 15 & 75 & 1.57 & 15 & 4.53 & 4415 & 2208 & 1730 & 15 & 2.58 & 2035 & 1018 & 700 & 15 & 0.08 & 2.81 & 2035 & 1018 & 700 & 15 & \\
MaxCut_15_75_3 & 15 & 75 & 1.11 & 11 & 1.9 & 1565 & 783 & 630 & 11 & 1.39 & 853 & 427 & 312 & 11 & 0.09 & 1.56 & 853 & 427 & 312 & 11 & \\
MaxCut_20_100_1 & 20 & 100 & 428.16 & 73 & 414.83 & 307069 & 153535 & 147105 & 73 & 92.87 & 60189 & 30095 & 26235 & 73 & 0.15 & 86.37 & 60189 & 30095 & 26235 & 73 & \\
MaxCut_20_100_2 & 20 & 100 & 517.7 & 75 & 406.85 & 289873 & 144937 & 138350 & 75 & 123.49 & 78713 & 39357 & 33800 & 75 & 0.11 & 117.13 & 78713 & 39357 & 33800 & 75 & \\
MaxCut_20_100_3 & 20 & 100 & 368.69 & 68 & 269.25 & 192767 & 96384 & 92786 & 68 & 100.12 & 66149 & 33075 & 30324 & 68 & 0.13 & 100.49 & 66149 & 33075 & 30324 & 68 & \\
MaxCut_20_25_1 & 20 & 25 & 0.49 & 10 & 8.97 & 7009 & 3505 & 3099 & 10 & 4.49 & 3141 & 1571 & 1222 & 10 & 0.15 & 5.12 & 3141 & 1571 & 1222 & 10 & \\
MaxCut_20_25_2 & 20 & 25 & 0.9 & 16 & 7.33 & 6241 & 3121 & 2454 & 16 & 4.41 & 2779 & 1390 & 951 & 16 & 0.12 & 4.39 & 2779 & 1390 & 951 & 16 & \\
MaxCut_20_25_3 & 20 & 25 & 0.79 & 16 & 6.77 & 5917 & 2959 & 2590 & 16 & 3.43 & 2401 & 1201 & 923 & 16 & 0.11 & 4.08 & 2401 & 1201 & 923 & 16 & \\
MaxCut_20_50_1 & 20 & 50 & 2.0 & 16 & 18.98 & 15951 & 7976 & 7391 & 16 & 6.59 & 4667 & 2334 & 1930 & 16 & 0.18 & 7.36 & 4667 & 2334 & 1930 & 16 & \\
MaxCut_20_50_2 & 20 & 50 & 2.11 & 15 & 25.35 & 18655 & 9328 & 8573 & 15 & 8.92 & 5909 & 2955 & 2406 & 15 & 0.1 & 8.9 & 5909 & 2955 & 2406 & 15 & \\
MaxCut_20_50_3 & 20 & 50 & 0.87 & 12 & 13.82 & 10275 & 5138 & 4649 & 12 & 4.85 & 3239 & 1620 & 1244 & 12 & 0.1 & 5.13 & 3239 & 1620 & 1244 & 12 & \\
MaxCut_20_75_1 & 20 & 75 & 13.12 & 24 & 39.57 & 27867 & 13934 & 12888 & 24 & 9.56 & 7045 & 3523 & 2777 & 24 & 0.1 & 10.17 & 7045 & 3523 & 2777 & 24 & \\
MaxCut_20_75_2 & 20 & 75 & 11.99 & 20 & 46.87 & 34313 & 17157 & 15568 & 20 & 14.3 & 10125 & 5063 & 4042 & 20 & 0.15 & 15.21 & 10125 & 5063 & 4042 & 20 & \\
MaxCut_20_75_3 & 20 & 75 & 6.94 & 17 & 21.48 & 16487 & 8244 & 7404 & 17 & 9.18 & 6441 & 3221 & 2606 & 17 & 0.16 & 11.0 & 6441 & 3221 & 2606 & 17 & \\
MaxCut_25_100_1 & 25 & 100 & TO & 60 & TO & 1036681 & 518328 & 503712 & 86 & 1327.65 & 736113 & 368057 & 352817 & 89 & 0.14 & 1291.62 & 736113 & 368057 & 352817 & 89 & \\
MaxCut_25_100_2 & 25 & 100 & TO & 53 & TO & 885011 & 442493 & 432882 & 95 & 1572.06 & 857765 & 428883 & 416298 & 87 & 0.13 & 1677.25 & 857765 & 428883 & 416298 & 87 & \\
MaxCut_25_100_3 & 25 & 100 & TO & 51 & TO & 948149 & 474066 & 458089 & 81 & 1680.67 & 948105 & 474053 & 443580 & 90 & 0.16 & 1637.34 & 948105 & 474053 & 443580 & 90 & \\
MaxCut_25_25_1 & 25 & 25 & 0.99 & 15 & 79.38 & 59035 & 29518 & 28269 & 15 & 15.53 & 9643 & 4822 & 4015 & 15 & 0.11 & 14.95 & 9643 & 4822 & 4015 & 15 & \\
MaxCut_25_25_2 & 25 & 25 & 1.0 & 11 & 54.23 & 36175 & 18088 & 16773 & 11 & 21.26 & 13085 & 6543 & 5861 & 11 & 0.13 & 24.54 & 13085 & 6543 & 5861 & 11 & \\
MaxCut_25_25_3 & 25 & 25 & 1.04 & 15 & 16.89 & 11127 & 5564 & 5326 & 15 & 5.98 & 3019 & 1510 & 1291 & 15 & 0.16 & 6.66 & 3019 & 1510 & 1291 & 15 & \\
MaxCut_25_50_1 & 25 & 50 & 4.72 & 18 & 49.16 & 30691 & 15346 & 14272 & 18 & 15.99 & 9451 & 4726 & 3960 & 18 & 0.14 & 16.02 & 9451 & 4726 & 3960 & 18 & \\
MaxCut_25_50_2 & 25 & 50 & 2.68 & 17 & 53.66 & 32907 & 16454 & 15953 & 17 & 12.11 & 6983 & 3492 & 3057 & 17 & 0.14 & 12.12 & 6983 & 3492 & 3057 & 17 & \\
MaxCut_25_50_3 & 25 & 50 & 4.08 & 22 & 88.62 & 56705 & 28353 & 27544 & 22 & 17.23 & 10519 & 5260 & 4586 & 22 & 0.11 & 17.29 & 10519 & 5260 & 4586 & 22 & \\
MaxCut_25_75_1 & 25 & 75 & 30.73 & 20 & 146.5 & 88631 & 44316 & 42764 & 20 & 28.48 & 17247 & 8624 & 7438 & 20 & 0.14 & 28.01 & 17247 & 8624 & 7438 & 20 & \\
MaxCut_25_75_2 & 25 & 75 & 72.67 & 19 & 178.95 & 109377 & 54689 & 52801 & 19 & 47.58 & 28003 & 14002 & 12748 & 19 & 0.12 & 46.81 & 28003 & 14002 & 12748 & 19 & \\
MaxCut_25_75_3 & 25 & 75 & 63.84 & 29 & 156.57 & 90991 & 45496 & 44089 & 29 & 28.15 & 16451 & 8226 & 7329 & 29 & 0.13 & 28.57 & 16451 & 8226 & 7329 & 29 & \\
MaxCut_30_100_1 & 30 & 100 &  & & TO & 791613 & 395794 & 380043 & 77 & TO & 881017 & 440495 & 417807 & 97 &  & & & & & & \\
MaxCut_30_100_2 & 30 & 100 & TO & 26 & TO & 757183 & 378576 & 366797 & 77 & TO & 782275 & 391125 & 381197 & 108 &  & & & & & & \\
MaxCut_30_100_3 & 30 & 100 & TO & 18 & TO & 853587 & 426780 & 409777 & 78 & TO & 736451 & 368213 & 352986 & 95 &  & & & & & & \\
MaxCut_30_25_1 & 30 & 25 & 2.45 & 14 & 455.31 & 235815 & 117908 & 116117 & 14 & 60.41 & 30785 & 15393 & 14002 & 14 & 0.33 & 82.53 & 30785 & 15393 & 14002 & 14 & \\
MaxCut_30_25_2 & 30 & 25 & 3.32 & 21 & 337.61 & 180719 & 90360 & 88134 & 21 & 53.03 & 26695 & 13348 & 12201 & 21 & 0.17 & 68.96 & 26695 & 13348 & 12201 & 21 & \\
MaxCut_30_25_3 & 30 & 25 & 3.8 & 20 & 266.96 & 143745 & 71873 & 70507 & 20 & 41.72 & 21163 & 10582 & 9319 & 20 & 0.22 & 45.01 & 21163 & 10582 & 9319 & 20 & \\
MaxCut_30_50_1 & 30 & 50 & 15.09 & 24 & 331.77 & 169575 & 84788 & 84010 & 24 & 50.79 & 22951 & 11476 & 11020 & 24 & 0.17 & 53.98 & 22951 & 11476 & 11020 & 24 & \\
MaxCut_30_50_2 & 30 & 50 & 22.74 & 33 & 661.53 & 329417 & 164709 & 162477 & 33 & 79.79 & 40101 & 20051 & 18370 & 33 & 0.21 & 108.86 & 40101 & 20051 & 18370 & 33 & \\
MaxCut_30_50_3 & 30 & 50 & 11.03 & 21 & 458.92 & 233747 & 116874 & 115347 & 21 & 49.5 & 24715 & 12358 & 10991 & 21 & 0.25 & 65.98 & 24715 & 12358 & 10991 & 21 & \\
MaxCut_30_75_1 & 30 & 75 & 171.87 & 31 & TO & 915253 & 457615 & 453209 & 31 & 183.77 & 89157 & 44579 & 41807 & 31 & 0.18 & 273.06 & 89157 & 44579 & 41807 & 31 & \\
MaxCut_30_75_2 & 30 & 75 & 195.65 & 28 & 1562.83 & 786157 & 393079 & 390551 & 28 & 184.76 & 88683 & 44342 & 42499 & 28 & 0.29 & 235.9 & 88683 & 44342 & 42499 & 28 & \\
MaxCut_30_75_3 & 30 & 75 & 335.13 & 39 & 1138.07 & 565171 & 282586 & 279557 & 39 & 147.78 & 72841 & 36421 & 34100 & 39 & 0.17 & 172.4 & 72841 & 36421 & 34100 & 39 & \\
