MaxCut_25_100_3 & 25 & 100 & TO & 70153 & 35063 & 18826 & 707 & TO & 60783 & 30380 & 11564 & 771 & 0.2 & TO & 60287 & 30131 & 11467 & 768 & \\
MaxCut_25_25_1 & 25 & 25 & TO & 42553 & 21262 & 10530 & 996 & TO & 35367 & 17669 & 6572 & 1107 & 0.25 & TO & 34513 & 17242 & 6311 & 1096 & \\
MaxCut_25_25_2 & 25 & 25 & TO & 52247 & 26109 & 12338 & 898 & TO & 47691 & 23831 & 10466 & 961 & 0.26 & TO & 47339 & 23655 & 10416 & 952 & \\
MaxCut_25_25_3 & 25 & 25 & TO & 42011 & 20992 & 11858 & 970 & TO & 40053 & 20013 & 7606 & 1052 & 0.29 & TO & 39175 & 19573 & 7470 & 1043 & \\
MaxCut_25_50_1 & 25 & 50 & TO & 46401 & 23186 & 12777 & 920 & TO & 37639 & 18805 & 6473 & 1116 & 0.23 & TO & 37921 & 18948 & 6537 & 1120 & \\
MaxCut_25_50_2 & 25 & 50 & TO & 42397 & 21185 & 11529 & 959 & TO & 39115 & 19547 & 7355 & 1029 & 0.25 & TO & 38279 & 19126 & 7217 & 1012 & \\
MaxCut_25_50_3 & 25 & 50 & TO & 45741 & 22857 & 12273 & 1017 & TO & 44649 & 22310 & 8369 & 1019 & 0.26 & TO & 44083 & 22030 & 8212 & 1016 & \\
MaxCut_25_75_1 & 25 & 75 & TO & 59383 & 29677 & 18219 & 801 & TO & 44709 & 22341 & 10232 & 902 & 0.21 & TO & 44413 & 22194 & 10187 & 906 & \\
MaxCut_25_75_2 & 25 & 75 & TO & 55753 & 27862 & 16468 & 815 & TO & 45103 & 22537 & 9562 & 959 & 0.21 & TO & 45185 & 22581 & 9577 & 959 & \\
MaxCut_25_75_3 & 25 & 75 & TO & 52605 & 26288 & 13305 & 810 & TO & 47891 & 23932 & 9855 & 993 & 0.27 & TO & 47113 & 23544 & 9718 & 977 & \\
MaxCut_30_100_1 & 30 & 100 & TO & 87307 & 43636 & 30116 & 611 & TO & 90567 & 45268 & 16024 & 613 & 0.32 & TO & 87585 & 43777 & 15531 & 647 & \\
MaxCut_30_100_2 & 30 & 100 & TO & 93857 & 46912 & 33940 & 571 & TO & 87249 & 43609 & 18338 & 579 & 0.31 & TO & 86907 & 43437 & 18260 & 573 & \\
MaxCut_30_100_3 & 30 & 100 & TO & 78331 & 39150 & 25297 & 642 & TO & 68505 & 34235 & 12922 & 799 & 0.32 & TO & 67589 & 33778 & 12694 & 794 & \\
MaxCut_30_25_1 & 30 & 25 & TO & 71525 & 35746 & 21887 & 717 & TO & 68091 & 34027 & 16282 & 828 & 0.35 & TO & 66953 & 33460 & 16066 & 808 & \\
MaxCut_30_25_2 & 30 & 25 & TO & 57539 & 28754 & 17386 & 832 & TO & 46795 & 23381 & 10896 & 1017 & 0.33 & TO & 46075 & 23021 & 10762 & 986 & \\
MaxCut_30_25_3 & 30 & 25 & TO & 53831 & 26899 & 16000 & 836 & TO & 42947 & 21456 & 9178 & 967 & 0.32 & TO & 42003 & 20984 & 8941 & 945 & \\
MaxCut_30_50_1 & 30 & 50 & TO & 65361 & 32663 & 18099 & 823 & TO & 46129 & 23048 & 10640 & 923 & 0.34 & TO & 44823 & 22396 & 10332 & 899 & \\
MaxCut_30_50_2 & 30 & 50 & TO & 65385 & 32676 & 21540 & 743 & TO & 44647 & 22306 & 12208 & 876 & 0.33 & TO & 43987 & 21975 & 12039 & 881 & \\
MaxCut_30_50_3 & 30 & 50 & TO & 68181 & 34075 & 21365 & 753 & TO & 54041 & 27003 & 12050 & 892 & 0.31 & TO & 52423 & 26194 & 11695 & 862 & \\
MaxCut_30_75_1 & 30 & 75 & TO & 68583 & 34276 & 21614 & 719 & TO & 58027 & 28996 & 14884 & 819 & 0.37 & TO & 54341 & 27153 & 14132 & 800 & \\
MaxCut_30_75_2 & 30 & 75 & TO & 60347 & 30156 & 17555 & 809 & TO & 45277 & 22622 & 9995 & 919 & 0.51 & TO & 41235 & 20600 & 9071 & 888 & \\
MaxCut_30_75_3 & 30 & 75 & TO & 50073 & 25020 & 15880 & 898 & TO & 43691 & 21828 & 10586 & 943 & 0.55 & TO & 39149 & 19558 & 9371 & 883 & \\
