QKP_35_100_75_1 & 35 & 75 & 47.86 & 45 & 434.66 & 252163 & 126082 & 11698 & 45 & 360.87 & 287335 & 143668 & 8700 & 45 & 0.46 & 346.96 & 288005 & 144003 & 8456 & 45 & 0.0 & 431.4 & 287335 & 143668 & 8700 & 45 & 364.58 & 285429 & 142715 & 8711 & 45 & 0.43 & 350.49 & 287467 & 143734 & 8054 & 45 & 0.0 & 368.17 & 285429 & 142715 & 8711 & 45 & \\
QKP_35_100_75_2 & 35 & 75 & 43.03 & 57 & 112.1 & 67771 & 33886 & 317 & 57 & 89.76 & 69001 & 34501 & 337 & 57 & 0.48 & 87.5 & 69001 & 34501 & 337 & 57 & 0.0 & 109.49 & 69001 & 34501 & 337 & 57 & 94.87 & 68293 & 34147 & 399 & 57 & 0.58 & 90.35 & 68289 & 34145 & 401 & 57 & 0.0 & 96.93 & 68293 & 34147 & 399 & 57 & \\
QKP_35_100_75_3 & 35 & 75 & 52.12 & 64 & 170.06 & 102069 & 51035 & 810 & 64 & 132.18 & 101867 & 50934 & 949 & 64 & 0.57 & 130.74 & 101855 & 50928 & 955 & 64 & 0.0 & 163.73 & 101867 & 50934 & 949 & 64 & 150.04 & 101867 & 50934 & 949 & 64 & 0.43 & 138.53 & 101853 & 50927 & 956 & 64 & 0.0 & 145.42 & 101867 & 50934 & 949 & 64 & \\
QKP_40_100_100_1 & 40 & 100 & 135.25 & 65 & 1327.3 & 661903 & 330952 & 19113 & 65 & 1141.14 & 746435 & 373218 & 9775 & 65 & 0.85 & 1136.77 & 746807 & 373404 & 9635 & 65 & 0.0 & 1339.98 & 746435 & 373218 & 9775 & 65 & 1241.33 & 697501 & 348751 & 17002 & 65 & 0.45 & 1204.64 & 697551 & 348776 & 16980 & 65 & 0.0 & 1272.83 & 697501 & 348751 & 17002 & 65 & \\
QKP_40_100_100_2 & 40 & 100 & 485.76 & 118 & TO & 869913 & 434927 & 131587 & 87 & TO & 1062269 & 531107 & 125828 & 87 & 0.79 & TO & 1029827 & 514885 & 120847 & 87 & 0.0 & TO & 899187 & 449566 & 102176 & 96 & TO & 907725 & 453833 & 104447 & 88 & 0.62 & TO & 992257 & 496100 & 114721 & 87 & 0.0 & TO & 1003767 & 501855 & 111821 & 87 & \\
QKP_40_100_100_3 & 40 & 100 & 32.88 & 41 & 83.62 & 40987 & 20494 & 195 & 41 & 64.59 & 41351 & 20676 & 61 & 41 & 0.71 & 64.65 & 41351 & 20676 & 61 & 41 & 0.0 & 84.95 & 41351 & 20676 & 61 & 41 & 76.85 & 41221 & 20611 & 108 & 41 & 0.79 & 85.12 & 41221 & 20611 & 108 & 41 & 0.0 & 84.03 & 41221 & 20611 & 108 & 41 & \\
QKP_40_100_25_1 & 40 & 25 & 89.91 & 66 & 1136.77 & 587085 & 293543 & 9994 & 66 & 844.04 & 611103 & 305552 & 133 & 66 & 0.73 & 838.09 & 611105 & 305553 & 132 & 66 & 0.0 & 991.94 & 611103 & 305552 & 133 & 66 & 862.08 & 611103 & 305552 & 133 & 66 & 0.84 & 885.01 & 611105 & 305553 & 132 & 66 & 0.0 & 861.67 & 611103 & 305552 & 133 & 66 & \\
QKP_40_100_25_2 & 40 & 25 & 2.43 & 19 & 8.91 & 1399 & 700 & 0 & 19 & 7.12 & 1399 & 700 & 0 & 19 & 0.81 & 7.93 & 1399 & 700 & 0 & 19 & 0.0 & 15.68 & 1399 & 700 & 0 & 19 & 11.11 & 1399 & 700 & 0 & 19 & 0.89 & 12.01 & 1399 & 700 & 0 & 19 & 0.0 & 14.43 & 1399 & 700 & 0 & 19 & \\
QKP_40_100_25_3 & 40 & 25 & 45.13 & 44 & 186.5 & 91971 & 45986 & 450 & 44 & 142.2 & 94171 & 47086 & 73 & 44 & 0.68 & 140.29 & 94173 & 47087 & 72 & 44 & 0.0 & 167.42 & 94171 & 47086 & 73 & 44 & 149.2 & 93631 & 46816 & 334 & 44 & 0.96 & 143.87 & 93627 & 46814 & 336 & 44 & 0.0 & 150.54 & 93631 & 46816 & 334 & 44 & \\
QKP_40_100_50_1 & 40 & 50 & 34.62 & 39 & 27.06 & 11331 & 5666 & 23 & 39 & 20.3 & 11387 & 5694 & 26 & 39 & 0.58 & 20.73 & 11387 & 5694 & 26 & 39 & 0.0 & 31.49 & 11387 & 5694 & 26 & 39 & 22.15 & 11377 & 5689 & 26 & 39 & 0.8 & 24.05 & 11375 & 5688 & 27 & 39 & 0.0 & 28.16 & 11377 & 5689 & 26 & 39 & \\
QKP_40_100_50_2 & 40 & 50 & 89.02 & 68 & 205.0 & 107385 & 53693 & 142 & 68 & 157.15 & 107503 & 53752 & 182 & 68 & 0.68 & 153.35 & 107503 & 53752 & 182 & 68 & 0.0 & 201.84 & 107503 & 53752 & 182 & 68 & 153.17 & 107435 & 53718 & 182 & 68 & 0.75 & 161.03 & 107435 & 53718 & 182 & 68 & 0.0 & 169.64 & 107435 & 53718 & 182 & 68 & \\
